project_domain,project_type,project_complexity,project_criticality,role_required,team_size_required,estimated_hours,deadline_days,priority,skill_match_pct,critical_skill_match_pct,skill_level_match_pct,experience_match_pct,domain_match,role_match,critical_project_experience,performance_score,current_workload_pct,availability_pct,reliability_score,collaboration_score,project_success,task_start_date
Manufacturing,Payment Systems,Moderate,High,Security Engineer,8,125.8,37,Urgent,66.67,50.0,66.67,100.0,0,0,9,3,45.13,60.25,32.8,51.1,0,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,55.56,66.67,55.56,100.0,0,1,2,4,29.76,67.2,57.2,75.3,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,55.56,66.67,55.56,100.0,1,1,0,1,16.86,87.78,34.7,35.2,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,0.0,0.0,0.0,100.0,0,1,0,2,7.68,91.29,47.0,61.1,0,2022-01-17
Manufacturing,Reporting,Moderate,Medium,Data Analyst,7,116.6,35,Medium,0.0,0.0,0.0,8.2,0,0,0,1,14.24,81.61,20.0,39.0,0,2022-01-17
Manufacturing,Reporting,Moderate,Medium,Data Analyst,7,116.6,35,Medium,62.5,66.67,37.5,100.0,0,1,0,1,23.59,77.96,32.0,31.6,1,2022-01-17
Manufacturing,Reporting,Moderate,Medium,Data Analyst,7,116.6,35,Medium,50.0,33.33,50.0,100.0,0,0,2,4,29.77,78.75,72.0,60.6,1,2022-01-17
E-commerce,Data Engineering,Basic,Low,Solution Architect,5,162.1,40,Medium,100.0,100.0,100.0,100.0,0,0,3,4,63.56,44.44,66.6,62.3,0,2022-01-17
E-commerce,Data Engineering,Basic,Low,Solution Architect,5,162.1,40,Medium,60.0,100.0,60.0,100.0,0,0,2,1,33.89,68.18,32.8,40.8,1,2022-01-17
E-commerce,Data Engineering,Basic,Low,Solution Architect,5,162.1,40,Medium,80.0,100.0,80.0,100.0,0,0,1,3,30.92,80.41,60.4,55.4,1,2022-01-17
Manufacturing,Reporting,Moderate,Medium,Data Analyst,7,116.6,35,Medium,25.0,0.0,25.0,100.0,1,1,2,4,27.72,73.75,72.7,87.6,1,2022-01-17
E-commerce,Data Engineering,Basic,Low,Solution Architect,5,162.1,40,Medium,100.0,100.0,100.0,100.0,1,0,1,2,31.09,74.88,35.3,52.0,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,0.0,0.0,0.0,100.0,0,0,0,2,10.31,93.53,51.8,59.3,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,11.11,33.33,0.0,100.0,0,1,0,1,21.35,83.35,47.2,49.0,0,2022-01-17
Manufacturing,Reporting,Moderate,Medium,BI Developer,5,116.8,29,Low,62.5,66.67,37.5,49.16,0,1,1,1,18.92,82.79,25.0,37.2,0,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,75.0,100.0,25.0,87.96,0,0,0,4,28.29,75.83,61.3,69.4,1,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,50.0,100.0,50.0,100.0,0,1,1,4,42.32,67.25,58.3,63.8,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,11.11,33.33,11.11,100.0,0,1,3,4,26.61,80.18,69.0,82.6,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,11.11,0.0,11.11,100.0,0,1,0,2,18.74,81.62,31.5,52.3,0,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,55.56,66.67,44.44,100.0,1,1,3,3,14.97,82.73,46.8,53.0,1,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,22.22,33.33,11.11,100.0,0,1,1,1,31.26,69.25,21.8,49.9,0,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,0.0,0.0,0.0,100.0,0,1,0,1,32.78,76.51,33.8,57.5,0,2022-01-17
Retail,Payment Systems,Basic,Low,Backend Developer,11,90.7,16,Medium,22.22,0.0,22.22,100.0,0,1,5,5,23.02,75.91,66.9,66.7,1,2022-01-17
Manufacturing,Reporting,Moderate,Medium,BI Developer,5,116.8,29,Low,62.5,33.33,62.5,100.0,0,0,4,3,39.7,66.26,60.0,67.0,0,2022-01-17
E-commerce,Data Engineering,Basic,Low,Solution Architect,5,162.1,40,Medium,20.0,0.0,20.0,100.0,0,1,2,2,39.71,70.71,46.0,42.4,0,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,70.0,100.0,50.0,77.51,0,0,1,1,6.17,93.82,25.8,39.4,0,2022-01-17
Manufacturing,Payment Systems,Moderate,High,Security Engineer,8,125.8,37,Urgent,100.0,100.0,66.67,100.0,1,0,1,4,20.59,81.32,62.9,79.5,0,2022-01-17
Manufacturing,Payment Systems,Moderate,High,Security Engineer,8,125.8,37,Urgent,66.67,100.0,33.33,57.28,0,0,1,4,41.39,69.01,66.3,48.5,1,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,60.0,50.0,50.0,82.07,0,0,1,5,40.08,63.13,69.6,93.1,0,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,30.0,25.0,30.0,100.0,0,1,3,5,26.59,76.94,66.7,61.0,1,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,40.0,0.0,40.0,92.71,0,0,0,1,8.81,89.83,25.4,42.4,0,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,20.0,0.0,20.0,100.0,0,1,1,5,14.98,88.33,76.7,81.4,1,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,40.0,25.0,40.0,100.0,0,0,2,3,76.68,29.43,59.8,70.3,0,2022-01-17
Technology,Automation,Basic,Medium,DevOps Engineer,7,108.0,29,Medium,40.0,25.0,40.0,100.0,1,0,13,5,26.01,73.03,80.5,86.0,1,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,50.0,100.0,50.0,100.0,0,0,5,5,39.34,63.78,64.3,76.7,1,2022-01-17
Manufacturing,Payment Systems,Moderate,High,Security Engineer,8,125.8,37,Urgent,66.67,100.0,66.67,79.61,1,0,0,5,25.1,77.14,69.6,85.9,1,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,0.0,0.0,0.0,100.0,0,1,5,4,32.39,75.43,62.6,58.2,0,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,0.0,0.0,0.0,66.36,0,1,3,3,33.16,72.0,50.8,63.0,0,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,50.0,0.0,50.0,100.0,0,0,1,5,10.31,88.97,70.8,76.8,1,2022-01-17
Manufacturing,Payment Systems,Moderate,High,Security Engineer,8,125.8,37,Urgent,66.67,100.0,33.33,100.0,0,0,1,3,26.04,82.01,55.7,66.4,1,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,25.0,0.0,25.0,100.0,0,1,2,5,18.74,81.87,72.8,67.8,1,2022-01-17
Insurance,Database Migration,Moderate,Medium,Data Engineer,8,228.4,65,Low,50.0,100.0,50.0,57.1,0,1,3,2,17.04,85.16,45.2,46.3,0,2022-01-17
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,33.33,100.0,33.33,100.0,0,1,2,2,33.32,70.0,43.7,67.5,1,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,0.0,0.0,0.0,100.0,0,0,0,3,24.17,76.22,47.2,43.7,0,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,0.0,0.0,0.0,100.0,0,0,1,1,16.87,87.16,27.1,31.6,0,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,33.33,100.0,33.33,53.51,0,0,0,5,17.98,83.53,75.9,81.5,1,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,33.33,100.0,33.33,100.0,0,1,2,4,35.39,73.29,76.4,71.5,1,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,33.33,100.0,33.33,100.0,1,0,0,1,14.24,89.2,30.6,35.1,1,2022-01-18
Travel,Enterprise Architecture,Basic,Medium,Solution Architect,6,70.1,18,Medium,33.33,100.0,33.33,100.0,0,0,5,4,26.94,73.21,67.3,64.5,1,2022-01-18
Technology,Automation,Basic,Medium,DevOps Engineer,4,82.6,17,Medium,12.5,0.0,12.5,65.93,0,0,2,3,24.7,81.47,62.2,54.1,0,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,12.5,0.0,12.5,100.0,1,1,4,3,11.05,92.17,53.0,56.6,1,2022-01-19
Technology,Automation,Basic,Medium,DevOps Engineer,4,82.6,17,Medium,50.0,66.67,50.0,100.0,0,1,3,5,59.88,49.64,66.7,61.0,1,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,12.5,0.0,12.5,100.0,0,0,1,1,40.26,66.58,29.5,50.4,0,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,12.5,0.0,12.5,100.0,1,0,4,5,25.26,73.14,78.1,76.1,1,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,37.5,50.0,25.0,100.0,0,0,1,2,23.77,81.62,37.3,53.0,0,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,0.0,0.0,0.0,100.0,0,0,3,1,40.44,61.66,31.6,56.3,0,2022-01-19
Technology,Automation,Basic,Medium,DevOps Engineer,4,82.6,17,Medium,37.5,0.0,37.5,100.0,0,0,1,1,35.77,69.13,31.8,53.2,0,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,12.5,0.0,12.5,100.0,0,0,2,5,16.85,84.53,79.4,72.7,1,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,10.0,0.0,10.0,100.0,0,1,1,3,7.67,85.22,50.6,47.0,0,2022-01-19
Technology,Automation,Basic,Medium,DevOps Engineer,4,82.6,17,Medium,0.0,0.0,0.0,100.0,1,0,1,3,16.68,82.58,54.2,71.9,0,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,50.0,0.0,0.0,100.0,0,0,5,2,43.45,64.77,36.3,38.0,0,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,100.0,100.0,100.0,100.0,0,0,4,3,34.25,62.34,49.0,70.0,1,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,50.0,0.0,50.0,100.0,0,0,2,3,28.65,71.21,33.1,71.7,0,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,0.0,0.0,0.0,100.0,0,0,4,5,33.13,71.83,83.0,73.3,1,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,100.0,100.0,100.0,100.0,0,0,3,3,33.15,70.98,45.6,62.9,1,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,0.0,0.0,0.0,100.0,0,0,3,5,27.52,74.72,73.3,56.7,1,2022-01-19
Technology,Automation,Basic,Medium,DevOps Engineer,4,82.6,17,Medium,0.0,0.0,0.0,100.0,0,0,4,5,40.44,66.0,76.9,95.0,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,20.0,0.0,20.0,100.0,1,0,0,2,5.81,90.05,46.2,58.9,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,90.0,100.0,90.0,100.0,0,0,8,3,31.44,73.92,58.2,73.0,1,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,40.0,0.0,40.0,100.0,0,0,3,1,37.07,72.24,24.4,35.1,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,30.0,0.0,30.0,100.0,0,0,2,1,69.78,38.75,32.8,40.8,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,0.0,0.0,0.0,100.0,0,1,1,4,33.16,76.7,70.1,70.2,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,10.0,0.0,10.0,100.0,0,1,5,4,40.27,73.08,69.1,66.3,1,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,0.0,0.0,0.0,100.0,0,0,3,2,17.97,85.2,49.9,57.6,0,2022-01-19
Retail,Payment Systems,Basic,Low,Backend Developer,8,114.0,20,High,20.0,50.0,20.0,100.0,0,1,0,4,29.19,66.48,62.7,62.8,1,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,0.0,0.0,0.0,100.0,0,1,1,3,7.3,87.22,39.6,54.7,0,2022-01-19
SaaS,Dashboards,Moderate,Low,UX Designer,7,84.8,23,Low,0.0,0.0,0.0,63.26,0,0,1,3,17.98,86.0,57.0,67.3,0,2022-01-19
Government,Monitoring,Basic,Low,DevOps Engineer,7,89.7,23,Low,12.5,0.0,12.5,100.0,0,1,1,4,21.89,73.82,50.7,65.6,0,2022-01-19
FinTech,Recommendation Systems,Critical,High,Data Scientist,6,92.5,26,High,100.0,100.0,50.0,24.95,0,0,3,5,34.08,69.88,63.6,79.9,1,2022-01-19
FinTech,Recommendation Systems,Critical,High,Data Scientist,6,92.5,26,High,100.0,100.0,0.0,24.03,0,0,0,2,35.96,75.41,43.7,57.0,0,2022-01-19
FinTech,Recommendation Systems,Critical,High,Data Scientist,6,92.5,26,High,50.0,100.0,0.0,64.7,0,0,7,3,24.7,74.94,47.0,60.0,1,2022-01-19
FinTech,Recommendation Systems,Critical,High,Data Scientist,6,92.5,26,High,50.0,100.0,0.0,91.5,1,0,2,1,31.85,76.06,35.0,39.9,0,2022-01-19
FinTech,Recommendation Systems,Critical,High,Data Scientist,6,92.5,26,High,25.0,50.0,0.0,72.09,0,0,4,5,20.2,76.14,69.7,81.8,1,2022-01-19
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,28.57,0.0,14.29,100.0,0,1,0,4,11.8,87.51,60.0,58.7,0,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,28.57,0.0,28.57,89.47,0,0,0,5,24.17,76.96,72.5,69.4,1,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,14.29,0.0,14.29,77.19,0,1,1,2,18.72,78.36,33.2,46.2,0,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,14.29,0.0,14.29,87.72,0,0,2,2,36.34,68.65,40.6,52.9,0,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,0.0,0.0,0.0,100.0,1,0,6,1,37.82,68.75,39.5,55.6,0,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,0.0,0.0,0.0,100.0,0,1,3,2,37.27,67.25,42.5,40.7,0,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,20.0,0.0,20.0,100.0,0,0,3,1,9.92,89.98,33.8,42.8,0,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,20.0,0.0,20.0,100.0,0,0,1,2,13.31,91.72,48.7,64.9,0,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,90.0,100.0,90.0,100.0,0,1,1,2,21.74,82.92,45.4,59.5,1,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,14.29,100.0,0.0,100.0,0,0,1,5,34.84,74.76,84.3,83.6,1,2022-01-20
SaaS,Dashboards,Moderate,Low,Data Analyst,6,120.2,28,Low,14.29,0.0,0.0,89.47,0,1,2,2,30.9,67.11,33.4,56.1,0,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,80.0,50.0,80.0,100.0,0,1,2,4,17.41,80.14,66.1,69.4,1,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,40.0,50.0,40.0,100.0,0,0,3,3,35.58,73.32,50.8,68.7,1,2022-01-20
E-commerce,Fraud Detection,Basic,Low,Security Analyst,6,39.8,10,Low,10.0,0.0,10.0,100.0,0,0,0,3,4.0,89.57,44.6,83.5,0,2022-01-20
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,30.0,0.0,30.0,100.0,1,0,2,3,43.64,64.42,52.2,56.1,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,20.0,33.33,10.0,100.0,1,0,3,2,23.95,74.36,38.8,49.6,1,2022-01-21
Travel,Business Intelligence,Moderate,Medium,Data Engineer,6,63.7,18,Medium,75.0,100.0,50.0,100.0,0,1,0,2,5.99,91.97,43.0,47.1,0,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,25.0,0.0,25.0,100.0,0,1,0,2,14.62,84.99,43.8,51.3,1,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,50.0,100.0,50.0,100.0,1,0,2,1,39.71,66.4,34.6,22.5,0,2022-01-21
SaaS,Infrastructure,Moderate,Medium,Systems Administrator,4,114.6,24,Medium,33.33,25.0,22.22,100.0,0,0,3,5,27.89,73.22,67.9,64.2,1,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,75.0,100.0,75.0,100.0,0,0,5,3,16.09,77.67,41.5,66.2,1,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,50.0,100.0,50.0,100.0,0,0,0,1,4.0,95.21,26.0,26.7,1,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,50.0,100.0,50.0,100.0,0,0,1,2,18.18,83.93,57.0,40.1,1,2022-01-21
Logistics,Fraud Detection,Basic,Low,ML Engineer,5,37.2,10,Low,75.0,100.0,75.0,100.0,0,0,0,5,5.62,97.58,73.0,75.4,1,2022-01-21
SaaS,Infrastructure,Moderate,Medium,Systems Administrator,4,114.6,24,Medium,22.22,25.0,11.11,75.72,0,0,1,1,5.24,94.08,20.6,44.9,0,2022-01-21
SaaS,Infrastructure,Moderate,Medium,Systems Administrator,4,114.6,24,Medium,44.44,75.0,0.0,27.84,1,0,0,1,25.31,79.52,21.3,38.9,0,2022-01-21
SaaS,Infrastructure,Moderate,Medium,Systems Administrator,4,114.6,24,Medium,22.22,0.0,22.22,100.0,0,1,4,5,44.95,61.64,68.0,82.1,1,2022-01-21
Travel,Business Intelligence,Moderate,Medium,Data Engineer,6,63.7,18,Medium,75.0,100.0,75.0,100.0,1,1,4,5,30.15,77.65,63.0,72.2,0,2022-01-21
SaaS,Infrastructure,Moderate,Medium,Systems Administrator,4,114.6,24,Medium,88.89,75.0,44.44,57.91,0,0,2,2,67.16,48.2,46.0,42.4,0,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,30.0,0.0,30.0,100.0,0,0,2,4,29.03,73.11,61.2,80.0,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,20.0,33.33,20.0,100.0,0,0,7,5,46.26,66.39,74.0,73.7,1,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,0.0,0.0,0.0,100.0,0,1,0,1,45.69,60.8,32.9,51.4,0,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,71.43,100.0,71.43,100.0,1,1,0,4,24.55,84.98,67.9,52.3,1,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,42.86,100.0,28.57,26.12,1,1,0,3,4.0,91.26,50.4,56.7,1,2022-01-21
Travel,Business Intelligence,Moderate,Medium,Data Engineer,6,63.7,18,Medium,75.0,100.0,75.0,100.0,0,0,2,4,38.02,68.53,68.6,55.0,1,2022-01-21
Travel,Business Intelligence,Moderate,Medium,Data Engineer,6,63.7,18,Medium,25.0,100.0,0.0,88.34,0,0,0,1,23.59,78.69,35.5,40.6,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,28.57,0.0,28.57,100.0,1,0,3,4,14.81,86.78,64.0,57.6,1,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,14.29,0.0,14.29,100.0,1,1,2,4,25.09,72.9,56.9,74.0,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,14.29,0.0,14.29,100.0,0,0,2,1,35.95,72.05,24.0,48.6,0,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,57.14,100.0,57.14,100.0,0,0,0,4,16.68,83.72,72.5,63.6,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,28.57,50.0,28.57,100.0,1,1,5,4,35.19,67.94,59.0,57.7,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,100.0,100.0,100.0,100.0,0,1,3,5,26.59,77.26,82.2,71.3,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,28.57,50.0,28.57,100.0,1,0,4,4,38.2,68.37,64.1,67.1,1,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,14.29,0.0,14.29,100.0,0,0,0,1,7.31,88.97,20.0,38.5,0,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,42.86,0.0,42.86,100.0,0,1,3,5,26.59,74.24,74.0,81.0,1,2022-01-21
Technology,Mobile Application,Basic,Low,Software Engineer,6,120.8,23,Low,42.86,0.0,42.86,100.0,0,1,4,5,42.32,65.71,73.5,58.9,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,42.86,50.0,42.86,100.0,0,0,2,5,32.59,70.44,67.3,79.7,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,28.57,50.0,28.57,100.0,1,0,4,5,21.89,72.13,74.3,68.1,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,57.14,100.0,57.14,100.0,0,0,0,4,16.29,81.83,69.9,69.8,1,2022-01-21
Insurance,Payment Systems,Basic,Medium,Security Engineer,10,152.5,31,Medium,42.86,50.0,42.86,100.0,0,0,3,2,68.15,41.92,42.5,40.7,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,40.0,33.33,30.0,100.0,0,0,0,3,10.68,90.8,53.8,66.4,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,20.0,0.0,20.0,100.0,0,1,2,5,9.36,83.89,58.4,77.8,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,30.0,0.0,30.0,89.86,0,0,0,1,13.1,81.9,31.4,49.0,0,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,0.0,0.0,0.0,100.0,0,0,5,5,22.45,74.49,78.4,78.0,1,2022-01-21
Healthcare,Business Intelligence,Moderate,Low,Data Analyst,9,126.7,31,Medium,60.0,66.67,60.0,100.0,0,1,5,5,21.34,77.47,67.3,74.6,1,2022-01-21
Travel,Business Intelligence,Moderate,Medium,Data Engineer,6,63.7,18,Medium,25.0,100.0,25.0,83.04,0,0,0,5,21.18,79.67,64.2,70.6,1,2022-01-21
Retail,AI/NLP,Basic,Medium,Technical Lead,7,60.8,14,High,0.0,0.0,0.0,32.09,0,1,1,1,24.72,75.54,20.0,35.4,0,2022-01-22
Banking,Testing/QA,Advanced,Critical,Test Analyst,2,78.8,19,Medium,40.0,50.0,0.0,65.95,0,1,2,2,22.84,78.55,42.8,43.7,0,2022-01-22
Retail,AI/NLP,Basic,Medium,Technical Lead,7,60.8,14,High,25.0,0.0,25.0,100.0,0,0,6,1,47.75,62.54,27.9,51.6,0,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,0.0,0.0,0.0,100.0,0,0,5,2,33.32,73.88,47.3,46.9,0,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,0.0,0.0,0.0,100.0,0,0,3,2,29.96,72.28,32.5,43.0,0,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,0.0,0.0,0.0,100.0,0,0,4,3,21.52,80.0,58.3,66.3,0,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,0.0,0.0,0.0,100.0,0,0,3,3,23.02,72.98,46.5,62.3,1,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,0.0,0.0,0.0,100.0,0,0,5,2,38.59,73.73,41.9,59.6,0,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,50.0,0.0,50.0,100.0,1,0,1,5,5.99,93.65,81.0,83.1,1,2022-01-22
Logistics,Fraud Detection,Basic,Low,Data Scientist,7,179.5,36,Medium,0.0,0.0,0.0,100.0,0,0,0,3,22.08,76.46,37.3,57.5,0,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,66.67,100.0,66.67,100.0,1,1,2,3,39.32,70.27,59.3,53.9,1,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,33.33,0.0,33.33,100.0,1,0,2,4,35.94,72.01,60.8,70.9,1,2022-01-22
Retail,AI/NLP,Basic,Medium,Technical Lead,7,60.8,14,High,25.0,0.0,25.0,98.93,0,1,2,3,36.33,65.01,39.0,46.6,0,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,66.67,100.0,66.67,100.0,0,0,3,3,24.35,80.49,50.8,56.8,1,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,66.67,100.0,66.67,100.0,0,0,4,3,34.09,75.16,57.8,65.9,1,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,66.67,100.0,66.67,100.0,1,1,2,3,29.04,72.5,53.1,66.1,0,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,100.0,100.0,100.0,100.0,0,1,1,3,23.21,75.87,42.4,55.1,1,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,33.33,0.0,33.33,100.0,0,0,0,1,30.92,78.51,39.8,35.2,0,2022-01-22
SaaS,Dashboards,Moderate,Low,BI Developer,9,143.0,30,Low,66.67,100.0,66.67,100.0,0,0,2,1,32.02,76.37,31.7,38.4,1,2022-01-22
Retail,AI/NLP,Basic,Medium,Technical Lead,7,60.8,14,High,50.0,50.0,50.0,61.5,0,0,0,1,7.87,86.11,34.2,42.6,1,2022-01-22
