employee_id,Department,Job_Title,Years_At_Company,Education_Level,Performance_Score,Projects_Handled,esco_occupation,reliability_score,collaboration_score,critical_project_experience,capacity_week,baseline_load,esco_occupation_uri,isco_group,domain_experience,skill_count,assignments_in_dataset
44678,Operations,Specialist,6,Master,5,15,data quality specialist,70.4,79.9,2,47.15473441108545,0.4083673469387755,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,Education|Energy|Government,26,4
13828,Engineering,Engineer,0,Master,1,19,computer hardware engineer,20.0,41.6,2,47.69515011547344,0.423265306122449,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,2152,Energy|Logistics,70,7
52494,Engineering,Developer,6,PhD,4,29,database developer,66.6,62.3,3,58.23325635103926,0.7005102040816327,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Energy|Media,70,14
78114,Finance,Manager,1,PhD,4,42,corporate risk manager,54.7,64.1,3,50.697459584295615,0.6814285714285715,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,2412,FinTech,31,2
77424,Marketing,Manager,1,Bachelor,2,39,digital marketing manager,36.2,55.8,1,40.773672055427255,0.5127551020408163,http://data.europa.eu/esco/occupation/dc97adbe-f807-4ad8-8f3c-c24b3416cdef,1221,E-commerce|Education,37,0
89344,Legal,Analyst,3,Bachelor,1,24,policy officer,24.8,49.9,0,43.23325635103926,0.41938775510204085,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,Technology,43,0
47495,Customer Support,Developer,9,Bachelor,1,11,ICT application configurator,39.8,52.1,1,40.61662817551963,0.25846938775510203,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Energy,42,3
92692,Finance,Manager,9,Bachelor,1,11,financial manager,36.5,36.5,0,48.00461893764434,0.30346938775510207,http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f,1211,Banking|Education|Energy|Healthcare|Media,63,3
81194,Operations,Consultant,8,Bachelor,5,1,business analyst,61.9,67.8,0,51.697459584295615,0.23622448979591837,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421,Government|Healthcare,39,1
91785,HR,Analyst,2,Bachelor,1,43,employment agent,20.0,30.2,1,64.46651270207852,0.9026530612244898,http://data.europa.eu/esco/occupation/42a96d07-1e1d-49ae-9399-c1f4be27ddea,3333,Insurance|SaaS,19,0
19518,HR,Developer,0,PhD,2,35,ICT trainer,30.4,30.7,4,40.23325635103926,0.49785714285714283,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356,Education|SaaS,24,0
89040,Engineering,Developer,2,High School,3,14,database developer,37.4,57.0,3,48.466512702078525,0.3371428571428572,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Technology,49,6
49945,Legal,Analyst,8,Bachelor,5,47,tax compliance officer,79.3,70.8,8,43.15473441108545,0.7075510204081633,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352,Healthcare|Media|Telecom,24,0
49000,Engineering,Manager,1,Bachelor,4,27,ICT change and configuration manager,51.5,70.0,1,48.54272517321016,0.49806122448979595,http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,2519,Media,25,2
7723,Sales,Specialist,3,High School,3,5,commercial sales representative,51.3,46.7,0,43.00230946882217,0.20612244897959184,http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,3322,E-commerce|Logistics|Retail|Travel,38,1
38418,IT,Developer,2,High School,1,25,user interface developer,27.3,59.4,0,58.0,0.7006122448979593,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,2512,Healthcare|Manufacturing|Retail,36,8
45869,Customer Support,Developer,4,Bachelor,2,13,ICT application configurator,38.9,57.3,0,57.69284064665127,0.5509183673469388,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,SaaS,44,2
94216,Engineering,Consultant,6,Bachelor,5,17,ICT system integration consultant,62.9,68.1,4,57.697459584295615,0.5058163265306124,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,Manufacturing|Technology,39,6
58756,Finance,Developer,3,Bachelor,2,31,data analyst,39.2,57.4,1,41.84988452655889,0.4529591836734694,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,Technology,42,2
84557,Marketing,Engineer,2,Master,5,20,digital media designer,74.1,76.6,2,46.15473441108545,0.44948979591836735,http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb,2166,Banking|Education|Manufacturing,62,10
60900,IT,Specialist,3,Bachelor,4,11,geographic information systems specialist,75.9,78.3,0,35.54041570438799,0.16846938775510206,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,2165,Banking|E-commerce|Government|SaaS,32,1
33600,Operations,Technician,5,Master,5,39,call centre quality auditor,78.3,86.5,6,39.77136258660508,0.5427551020408163,http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b,3341,Technology,31,0
99488,IT,Analyst,6,Master,5,45,ICT disaster recovery analyst,77.1,84.4,8,53.23325635103926,0.8051020408163265,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,Energy|FinTech|Manufacturing|Media|SaaS|Travel,34,11
11830,Marketing,Analyst,1,Bachelor,2,34,user experience analyst,47.5,66.6,2,36.46420323325635,0.42663265306122455,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,2511,Healthcare,29,6
97245,Operations,Specialist,9,Bachelor,2,22,ICT capacity planner,45.3,55.1,2,60.38799076212471,0.6369387755102041,http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04,2523,FinTech|Government|Technology,22,14
58857,Legal,Analyst,5,Master,4,48,policy officer,65.6,60.5,4,55.69284064665127,0.9137755102040817,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,FinTech|Insurance,60,0
8542,Operations,Manager,4,Bachelor,5,39,operations manager,71.7,57.1,6,55.92378752886836,0.8127551020408164,http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268,1321,Government,57,2
6671,Operations,Developer,8,Bachelor,1,11,ICT application configurator,27.0,46.4,1,54.6189376443418,0.423469387755102,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,E-commerce|Education|Government|SaaS,39,7
74170,Operations,Developer,3,Bachelor,5,43,system configurator,75.1,83.5,4,57.23325635103926,0.8426530612244899,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Energy|Government|Healthcare|SaaS,50,12
75867,Operations,Manager,7,Bachelor,5,32,ICT operations manager,79.6,79.5,2,34.46420323325635,0.3741836734693878,http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc,1330,Healthcare|Logistics|Manufacturing|Retail|Telecom,27,1
61419,IT,Specialist,3,Bachelor,2,47,digital forensics expert,39.3,57.0,4,48.84757505773672,0.7825510204081633,http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,Manufacturing|Media|Technology,48,14
82987,Operations,Manager,5,High School,3,19,logistics and distribution manager,44.9,61.8,1,40.69284064665127,0.363265306122449,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,Banking|Energy|Government|Media|Telecom,33,0
39087,IT,Technician,9,Bachelor,4,9,ICT technician,53.1,76.9,1,58.54272517321016,0.44602040816326527,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,Banking|Retail|SaaS,47,6
95676,Sales,Technician,9,PhD,4,15,after-sales service technician,71.4,75.4,2,43.84757505773672,0.3483673469387755,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433,Banking|FinTech|Insurance|Logistics|Travel,23,0
47044,HR,Technician,1,Bachelor,4,30,payroll clerk,49.1,64.5,3,59.77136258660508,0.7417346938775511,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be,4313,SaaS,19,2
61552,Engineering,Developer,9,Master,5,49,software developer,76.4,90.8,6,35.54272517321016,0.55,http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1,2512,Retail|Technology,67,9
43330,Operations,Developer,0,PhD,2,19,ICT application configurator,43.7,62.1,1,42.38568129330254,0.378265306122449,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Banking,45,3
36661,Sales,Developer,8,Master,2,16,online sales channel manager,51.0,70.5,4,53.6189376443418,0.46459183673469395,http://data.europa.eu/esco/occupation/1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,1221,Media,24,1
8449,Engineering,Technician,6,High School,5,35,microsystem engineering technician,66.6,72.5,3,58.15473441108545,0.7978571428571428,http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f,3114,Education|SaaS,27,0
60176,IT,Engineer,3,Master,5,33,cloud DevOps engineer,77.9,84.1,4,42.311778290993075,0.47540816326530616,http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b,2512,Manufacturing,30,9
25944,Sales,Consultant,0,Bachelor,2,31,ICT account manager,29.6,49.1,4,36.3094688221709,0.4079591836734694,http://data.europa.eu/esco/occupation/89b85c45-ddc7-4fe1-be5a-d3db2be11f3b,2434,Travel,25,1
92919,Customer Support,Developer,9,High School,3,45,ICT application configurator,45.4,58.1,6,40.54041570438799,0.6251020408163266,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Government|Logistics|Telecom|Travel,29,7
77308,Sales,Specialist,1,Bachelor,1,4,ICT presales engineer,20.8,32.8,0,45.15704387990762,0.2098979591836735,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,Retail,19,0
62063,Engineering,Analyst,8,Master,3,16,ICT system analyst,58.2,58.3,6,35.69515011547344,0.2095918367346939,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,Education|Energy|Logistics|Manufacturing|SaaS,64,7
58668,Operations,Specialist,9,Bachelor,3,8,procurement category specialist,61.2,61.5,0,64.08083140877598,0.524795918367347,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,2422,Education|Logistics,26,0
99902,Engineering,Engineer,6,High School,5,47,integration engineer,66.6,77.1,10,44.54041570438799,0.7075510204081633,http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511,Energy|Healthcare|Logistics,44,14
5751,Customer Support,Technician,0,High School,3,8,call centre supervisor,56.4,52.7,1,56.46189376443418,0.479795918367347,http://data.europa.eu/esco/occupation/6aa78e46-ce22-421f-8a75-e915ac63c9d0,3341,Manufacturing|Travel,25,0
63158,Operations,Consultant,9,Bachelor,5,2,marketing consultant,89.8,77.2,1,34.23094688221709,0.08244897959183674,http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,2431,Logistics|Media,39,0
15407,Operations,Consultant,7,Bachelor,1,33,business analyst,28.0,40.0,4,59.15473441108545,0.7904081632653062,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421,Banking|Healthcare|Logistics|Manufacturing|Travel,32,5
6371,Engineering,Engineer,6,Bachelor,5,22,cloud engineer,73.5,63.2,2,49.84988452655889,0.47193877551020413,http://data.europa.eu/esco/occupation/349ee6f6-c295-4c38-9b98-48765b55280e,2512,Media|Telecom,36,5
8724,IT,Engineer,8,Master,3,5,ICT network engineer,47.8,59.0,0,49.3094688221709,0.31112244897959185,http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d,2523,E-commerce|Telecom,56,12
17279,IT,Developer,8,Bachelor,1,38,user interface developer,33.9,34.1,1,52.235565819861435,0.6665306122448981,http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c,2512,Energy|Telecom,37,10
57287,Operations,Consultant,3,High School,1,41,business analyst,26.9,51.5,4,51.92609699769053,0.730204081632653,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421,FinTech|Logistics|Media|Technology,32,3
49154,Engineering,Analyst,0,PhD,3,11,software analyst,45.4,50.4,0,57.311778290993075,0.45346938775510204,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,SaaS,49,4
99116,Operations,Engineer,6,High School,2,24,logistics engineer,40.6,60.4,1,44.15704387990762,0.41938775510204085,http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4,2149,Healthcare|Media|SaaS,19,1
27814,HR,Consultant,9,Master,4,34,employment and vocational integration consultant,72.2,73.5,3,49.77136258660508,0.6366326530612245,http://data.europa.eu/esco/occupation/e4112a88-973f-4c7a-97f5-2241e6b6833f,2423,Media|Technology,32,0
11135,Customer Support,Manager,7,Bachelor,2,31,customer experience manager,45.6,59.8,4,52.773672055427255,0.6029591836734693,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,2431,Education|Energy|Government|Insurance|Retail|Telecom,30,0
2813,IT,Specialist,5,Bachelor,5,41,cyber incident responder,72.8,84.8,8,36.84757505773672,0.5352040816326531,http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,2529,Healthcare|Manufacturing,51,14
42022,Operations,Developer,8,Bachelor,4,25,system configurator,58.1,62.2,1,36.92378752886836,0.37061224489795924,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Education|Energy|Manufacturing,60,9
17214,Legal,Analyst,3,Bachelor,1,15,policy officer,38.8,31.1,1,39.46420323325635,0.2583673469387755,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422,Banking|FinTech|Insurance,40,2
72574,Operations,Engineer,9,Master,2,4,numerical tool and process control programmer,50.8,51.6,2,31.0,0.05989795918367347,http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,2514,Energy,53,4
13555,IT,Consultant,3,High School,4,38,green ICT consultant,61.5,67.7,4,54.07852193995381,0.756530612244898,http://data.europa.eu/esco/occupation/22987b58-dbfa-4ecd-ae3f-82dd209255f6,2511,Healthcare|Manufacturing,20,1
12187,IT,Developer,7,Bachelor,1,15,database developer,39.0,48.3,0,49.54272517321016,0.3783673469387755,http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d,2521,Banking|Healthcare|Manufacturing|Media,45,7
89021,Marketing,Analyst,6,Bachelor,5,41,user experience analyst,75.9,73.8,3,36.235565819861435,0.4602040816326531,http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c,2511,Healthcare|Manufacturing|Travel,29,9
57082,Operations,Engineer,3,High School,5,2,logistics engineer,62.8,69.6,0,62.54272517321016,0.42744897959183675,http://data.europa.eu/esco/occupation/c4071145-a774-4cf4-aefa-ae18a385cca4,2149,E-commerce|FinTech|Government,23,1
47101,Legal,Specialist,2,Bachelor,2,12,tax compliance officer,25.2,62.9,2,48.697459584295615,0.3146938775510204,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352,Banking|E-commerce,18,0
60480,Engineering,Analyst,0,Bachelor,2,37,software analyst,27.0,61.0,4,64.69745958429561,0.8353061224489796,http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,Media|Technology,44,5
46850,Engineering,Engineer,9,Bachelor,4,20,data engineer,77.0,69.8,1,51.69284064665127,0.5394897959183674,http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,E-commerce|Healthcare|Insurance|SaaS,23,9
66479,Operations,Manager,8,High School,4,36,logistics and distribution manager,62.8,60.1,2,43.235565819861435,0.5090816326530613,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,1324,Education|Insurance|Retail|SaaS,37,0
45123,Legal,Analyst,0,High School,4,1,tax compliance officer,59.3,81.5,0,58.69515011547344,0.3862244897959184,http://data.europa.eu/esco/occupation/4a39fddb-17e7-4431-be03-613edab8d1c8,3352,Insurance|Media|Technology,20,0
71440,Engineering,Analyst,1,Bachelor,2,46,ICT system analyst,36.7,55.1,2,62.15704387990762,0.9363265306122448,http://data.europa.eu/esco/occupation/a6a0b60f-08da-4faa-bf54-942987efb471,2511,Energy|Travel,49,8
65953,Operations,Developer,2,Master,4,19,system configurator,52.7,78.7,1,40.69515011547344,0.318265306122449,http://data.europa.eu/esco/occupation/98c3d8f8-e3a8-49b7-9e58-236f25a6f6a0,2522,Manufacturing,49,10
24545,IT,Specialist,8,PhD,5,3,cyber incident responder,73.3,63.1,0,62.15704387990762,0.4536734693877551,http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,2529,Logistics|Telecom,50,12
17627,IT,Consultant,6,Bachelor,3,48,digital transformation manager,56.4,71.4,3,48.6189376443418,0.7487755102040816,http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9,1330,SaaS,23,2
87620,Customer Support,Developer,2,Bachelor,3,24,ICT application configurator,60.2,57.3,1,64.08083140877598,0.7043877551020408,http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,Government|Manufacturing,41,1
67541,HR,Specialist,3,Bachelor,4,37,human resources officer,59.5,63.9,3,64.31177829099308,0.8503061224489796,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423,Healthcare|Media|Retail,29,1
5880,Sales,Specialist,5,Bachelor,1,38,ICT presales engineer,33.4,50.6,7,47.46420323325635,0.636530612244898,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,Education|Manufacturing|SaaS,15,0
63344,Operations,Consultant,8,Bachelor,2,5,marketing consultant,42.5,41.3,2,40.00461893764434,0.11612244897959184,http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,2431,Government|Technology|Telecom,33,0
63107,Marketing,Specialist,7,Master,4,46,public relations officer,61.1,75.2,7,60.23094688221709,0.9663265306122448,http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134,2432,E-commerce|Logistics|Manufacturing,44,0
63851,Customer Support,Analyst,1,Master,1,46,data analyst,23.3,53.8,1,42.61662817551963,0.6813265306122449,http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2,2511,Education,47,4
92927,Customer Support,Technician,6,High School,4,9,call centre supervisor,65.0,72.2,0,42.54041570438799,0.2510204081632653,http://data.europa.eu/esco/occupation/6aa78e46-ce22-421f-8a75-e915ac63c9d0,3341,Insurance|Retail|Technology,24,2
92208,Finance,Technician,0,High School,3,26,accounting assistant,47.7,59.3,2,46.235565819861435,0.4418367346938775,http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6,3313,FinTech|Government|Insurance,26,1
20752,IT,Technician,2,High School,5,19,ICT technician,71.6,62.9,1,58.311778290993075,0.558265306122449,http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c,3512,E-commerce|Manufacturing|Telecom,60,4
58758,Finance,Manager,3,Bachelor,5,25,investment manager,82.6,74.2,1,50.00230946882217,0.5356122448979592,http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036,2412,Education,37,3
10247,Legal,Manager,4,Master,3,49,director of compliance and information security,53.7,57.8,4,40.92378752886836,0.7000000000000001,http://data.europa.eu/esco/occupation/b1ed68f8-8d51-4bcc-8825-bd554859480f,1213,Banking|Insurance|Retail,12,0
14112,Engineering,Consultant,2,High School,2,29,ICT system integration consultant,37.7,38.8,3,47.773672055427255,0.5055102040816327,http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1,2511,E-commerce|Energy|FinTech|Technology,24,3
9266,Sales,Engineer,0,Master,5,6,ICT presales engineer,60.5,79.0,0,58.235565819861435,0.3973469387755102,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,Logistics|Media|SaaS,29,4
43320,Engineering,Manager,4,Bachelor,1,41,ICT research manager,25.8,54.1,3,35.69284064665127,0.5352040816326531,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,1223,FinTech|Logistics|Manufacturing,25,1
39190,Operations,Specialist,6,High School,5,10,data quality specialist,80.2,64.2,3,35.6189376443418,0.12724489795918367,http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3,2519,FinTech|Government|Healthcare|Media,31,4
